Player,Age,Year,Tm,G,WS,VORP,PER,Draft Pick,Draft Year
A.C. Green,22,1986,LAL,82,3.3,0.9,11.8,23,1985
A.C. Green,23,1987,LAL,79,7.6,2.1,15.7,23,1985
A.C. Green,24,1988,LAL,82,7.9,2,14.5,23,1985
A.C. Green,25,1989,LAL,82,9.4,2.7,17.8,23,1985
A.C. Green,26,1990,LAL,82,7.7,1.6,14.7,23,1985
A.C. Green,27,1991,LAL,82,6.1,1.4,13.8,23,1985
A.C. Green,28,1992,LAL,82,8.8,2.5,16.7,23,1985
A.C. Green,29,1993,LAL,82,8.6,2.9,16.3,23,1985
A.C. Green,30,1994,PHO,82,9.3,2.3,17,23,1985
A.C. Green,31,1995,PHO,82,6.7,1.9,14.2,23,1985
A.C. Green,32,1996,PHO,82,4.4,0.3,12.9,23,1985
A.C. Green,33,1997,DAL,56,4,0.7,12.6,23,1985
A.C. Green,33,1997,TOT,83,4.8,0.6,12.4,23,1985
A.C. Green,33,1997,PHO,27,0.8,-0.2,11.6,23,1985
A.C. Green,34,1998,DAL,82,5.2,0.9,12.8,23,1985
A.C. Green,35,1999,DAL,50,1.4,-0.2,12.5,23,1985
A.C. Green,36,2000,LAL,82,5,0.9,11.2,23,1985
A.C. Green,37,2001,MIA,82,3.2,-0.3,11.2,23,1985
A.J. Bramlett,23,2000,CLE,8,-0.2,-0.2,-0.4,39,1999
A.J. English,23,1991,WSB,70,0.2,-1,10.6,37,1990
A.J. English,24,1992,WSB,81,0.9,-1.4,12.5,37,1990
A.J. Guyton,22,2001,CHI,33,0.3,-0.6,10.3,32,2000
A.J. Guyton,23,2002,CHI,45,0.1,-0.4,11.8,32,2000
A.J. Guyton,24,2003,GSW,2,-0.1,0,-9,32,2000
A.J. Hammons,24,2017,DAL,22,0,-0.1,8.4,46,2016
A.J. Price,23,2010,IND,56,1.2,0,14,52,2009
A.J. Price,24,2011,IND,50,0.3,-0.3,10.7,52,2009
A.J. Price,25,2012,IND,44,0.7,0,11.5,52,2009
A.J. Price,26,2013,WAS,57,2.2,0.1,12.4,52,2009
A.J. Price,27,2014,MIN,28,0,-0.1,9.7,52,2009
A.J. Price,28,2015,IND,10,0.5,0.1,17.1,52,2009
A.J. Price,28,2015,CLE,11,-0.1,-0.1,7.7,52,2009
A.J. Price,28,2015,PHO,5,-0.1,-0.1,-1.6,52,2009
A.J. Price,28,2015,TOT,26,0.3,-0.1,12,52,2009
A.J. Wynder,26,1991,BOS,6,0,-0.1,7.6,Undrafted,0
Aaron Brooks,23,2008,HOU,51,1.4,0,13.1,26,2007
Aaron Brooks,24,2009,HOU,80,3.6,0.4,12.9,26,2007
Aaron Brooks,25,2010,HOU,82,5.5,1.6,16,26,2007
Aaron Brooks,26,2011,PHO,25,0.7,-0.1,15.6,26,2007
Aaron Brooks,26,2011,HOU,34,0.4,-0.4,11.7,26,2007
Aaron Brooks,26,2011,TOT,59,1.1,-0.5,13.1,26,2007
Aaron Brooks,28,2013,HOU,7,0,0,5.6,26,2007
Aaron Brooks,28,2013,SAC,46,0.9,-0.1,12.1,26,2007
Aaron Brooks,28,2013,TOT,53,0.8,-0.2,11.8,26,2007
Aaron Brooks,29,2014,DEN,29,1,0.2,12.9,26,2007
Aaron Brooks,29,2014,TOT,72,2.2,0.2,12.5,26,2007
Aaron Brooks,29,2014,HOU,43,1.1,0,11.9,26,2007
Aaron Brooks,30,2015,CHI,82,3.3,0.3,14.4,26,2007
Aaron Brooks,31,2016,CHI,69,0.9,-0.4,11.8,26,2007
Aaron Brooks,32,2017,IND,65,0.3,-0.6,9.5,26,2007
Aaron Brooks,33,2018,MIN,32,0.1,-0.1,9.8,26,2007
Aaron Gordon,19,2015,ORL,47,1,-0.2,11.4,4,2014
Aaron Gordon,20,2016,ORL,78,5.4,1.8,17,4,2014
Aaron Gordon,21,2017,ORL,80,3.7,0.8,14.4,4,2014
Aaron Gordon,22,2018,ORL,58,2.9,1,16.5,4,2014
Aaron Gordon,23,2019,ORL,78,5.1,2,15.1,4,2014
Aaron Gray,23,2008,CHI,61,0.8,0,13.9,49,2007
Aaron Gray,24,2009,CHI,56,1.3,0.1,11.5,49,2007
Aaron Gray,25,2010,NOH,24,0.9,0.3,18.4,49,2007
Aaron Gray,25,2010,TOT,32,0.9,0.2,16.6,49,2007
Aaron Gray,25,2010,CHI,8,0,-0.1,7,49,2007
Aaron Gray,26,2011,NOH,41,1.1,0,11,49,2007
Aaron Gray,27,2012,TOR,49,1.4,0,11.1,49,2007
Aaron Gray,28,2013,TOR,42,0.5,-0.1,9,49,2007
Aaron Gray,29,2014,SAC,33,0.1,0,7.9,49,2007
Aaron Gray,29,2014,TOR,4,0,0,5.7,49,2007
Aaron Gray,29,2014,TOT,37,0.1,-0.1,7.8,49,2007
Aaron Harrison,21,2016,CHO,21,0,-0.1,4.3,Undrafted,0
Aaron Harrison,22,2017,CHO,5,-0.1,0,-2.2,Undrafted,0
Aaron Harrison,23,2018,DAL,9,-0.1,-0.1,5.1,Undrafted,0
Aaron Holiday,22,2019,IND,50,0.9,-0.1,11.9,23,2018
Aaron Jackson,31,2018,HOU,1,0,-0.1,2.4,Undrafted,0
Aaron McKie,22,1995,POR,45,2,0.4,13.3,17,1994
Aaron McKie,23,1996,POR,81,5.3,1.7,13.4,17,1994
Aaron McKie,24,1997,TOT,83,3.5,0.9,12.1,17,1994
Aaron McKie,24,1997,DET,42,2.4,0.8,14.8,17,1994
Aaron McKie,24,1997,POR,41,1.1,0.2,9.1,17,1994
Aaron McKie,25,1998,TOT,81,1.4,0.3,8.6,17,1994
Aaron McKie,25,1998,DET,24,0.7,0.2,10.1,17,1994
Aaron McKie,25,1998,PHI,57,0.7,0.1,8.1,17,1994
Aaron McKie,26,1999,PHI,50,1.6,0.4,11.4,17,1994
Aaron McKie,27,2000,PHI,82,4.3,1.5,13.2,17,1994
Aaron McKie,28,2001,PHI,76,5.9,2.4,15.1,17,1994
Aaron McKie,29,2002,PHI,48,3.9,1.3,15.8,17,1994
Aaron McKie,30,2003,PHI,80,5.1,2,13.7,17,1994
Aaron McKie,31,2004,PHI,75,4.8,1.7,13.9,17,1994
Aaron McKie,32,2005,PHI,68,2,0.3,8.4,17,1994
Aaron McKie,33,2006,LAL,14,0.1,-0.1,6.1,17,1994
Aaron McKie,34,2007,LAL,10,0.1,-0.1,7.5,17,1994
Aaron Miles,22,2006,GSW,19,0,-0.2,6,Undrafted,0
Aaron Swinson,24,1995,PHO,9,0,0,11.7,Undrafted,0
Aaron Williams,22,1994,UTA,6,-0.1,0,-7,Undrafted,0
Aaron Williams,23,1995,MIL,15,-0.1,-0.2,7,Undrafted,0
Aaron Williams,25,1997,VAN,32,1.2,0,16.4,Undrafted,0
Aaron Williams,25,1997,TOT,33,1.1,0,16.4,Undrafted,0
Aaron Williams,25,1997,DEN,1,-0.1,0,19.1,Undrafted,0
Aaron Williams,26,1998,SEA,65,1.7,-0.4,13.4,Undrafted,0
Aaron Williams,27,1999,SEA,40,1.1,0,15.2,Undrafted,0
Aaron Williams,28,2000,WAS,81,4.8,1.4,17.7,Undrafted,0
Aaron Williams,29,2001,NJN,82,5.2,0.9,15.1,Undrafted,0
Aaron Williams,30,2002,NJN,82,5,0.8,15.2,Undrafted,0
Aaron Williams,31,2003,NJN,81,3.7,0.4,11.9,Undrafted,0
Aaron Williams,32,2004,NJN,72,3.4,0.4,13.2,Undrafted,0
Aaron Williams,33,2005,NJN,19,0.2,-0.1,8.9,Undrafted,0
Aaron Williams,33,2005,TOR,23,0,-0.2,3.3,Undrafted,0
Aaron Williams,33,2005,TOT,42,0.3,-0.3,5.9,Undrafted,0
Aaron Williams,34,2006,NOK,34,1.5,0.1,12.2,Undrafted,0
Aaron Williams,34,2006,TOT,48,1.6,0,11.6,Undrafted,0
Aaron Williams,34,2006,TOR,14,0.1,-0.1,7.2,Undrafted,0
Aaron Williams,35,2007,LAC,38,0.7,-0.1,9.4,Undrafted,0
Aaron Williams,36,2008,LAC,30,0.4,0,10.3,Undrafted,0
Abdel Nader,24,2018,BOS,48,-0.1,-0.5,5.1,58,2016
Abdel Nader,25,2019,OKC,61,0.9,-0.5,8.8,58,2016
Abdul Jeelani,25,1980,POR,77,3.8,0.7,18.7,Undrafted,0
Abdul Jeelani,26,1981,DAL,66,1.6,-0.1,15.5,Undrafted,0
Acie Earl,23,1994,BOS,74,0.2,-1.5,9.2,19,1993
Acie Earl,24,1995,BOS,30,-0.2,-0.4,6.6,19,1993
Acie Earl,25,1996,TOR,42,0.3,-0.7,14.1,19,1993
Acie Earl,26,1997,MIL,9,0.1,-0.1,18.6,19,1993
Acie Earl,26,1997,TOR,38,-0.1,-0.5,10,19,1993
Acie Earl,26,1997,TOT,47,0,-0.6,10.7,19,1993
Acie Law,23,2008,ATL,56,-0.1,-1,7.7,11,2007
Acie Law,24,2009,ATL,55,0.7,-0.4,10.6,11,2007
Acie Law,25,2010,CHI,12,0.3,0,15.4,11,2007
Acie Law,25,2010,GSW,5,0.3,0,21.3,11,2007
Acie Law,25,2010,TOT,26,0.6,-0.1,16,11,2007
Acie Law,25,2010,CHA,9,0,-0.1,7.5,11,2007
Acie Law,26,2011,MEM,11,-0.3,-0.1,0.4,11,2007
Acie Law,26,2011,GSW,40,0.7,-0.4,11.3,11,2007
Acie Law,26,2011,TOT,51,0.4,-0.5,9.9,11,2007
Adam Harrington,22,2003,DEN,6,0.2,0,10.4,Undrafted,0
Adam Harrington,22,2003,DAL,13,-0.1,-0.1,1.4,Undrafted,0
Adam Harrington,22,2003,TOT,19,0,-0.1,7.4,Undrafted,0
Adam Keefe,22,1993,ATL,82,3.3,0.4,13.6,10,1992
Adam Keefe,23,1994,ATL,63,1.4,-0.3,12,10,1992
Adam Keefe,24,1995,UTA,75,4.1,0.9,15.1,10,1992
Adam Keefe,25,1996,UTA,82,4.6,1.5,13.8,10,1992
Adam Keefe,26,1997,UTA,62,2.3,0.4,11.7,10,1992
Adam Keefe,27,1998,UTA,80,6.5,2.2,14.5,10,1992
Adam Keefe,28,1999,UTA,44,1.7,0.2,12.2,10,1992
Adam Keefe,29,2000,UTA,62,0.4,-0.1,7.6,10,1992
Adam Keefe,30,2001,GSW,67,0.6,-0.3,9.7,10,1992
Adam Morrison,22,2007,CHA,78,-1.5,-2,7.9,3,2006
Adam Morrison,24,2009,LAL,8,0,-0.1,2.9,3,2006
Adam Morrison,24,2009,CHA,44,0.1,-0.6,5.8,3,2006
Adam Morrison,24,2009,TOT,52,0,-0.6,5.7,3,2006
Adam Morrison,25,2010,LAL,31,0,-0.3,7.4,3,2006
Adonal Foyle,22,1998,GSW,55,-0.1,-0.6,9.2,8,1997
Adonal Foyle,23,1999,GSW,44,1.1,0.2,12.3,8,1997
Adonal Foyle,24,2000,GSW,76,1.9,0.1,12.3,8,1997
Adonal Foyle,25,2001,GSW,58,0.7,0.2,12.4,8,1997
Adonal Foyle,26,2002,GSW,79,1.2,0.3,12.5,8,1997
Adonal Foyle,27,2003,GSW,82,4,1.6,15.3,8,1997
Adonal Foyle,28,2004,GSW,44,1.1,0,13,8,1997
Adonal Foyle,29,2005,GSW,78,3.4,1,12.7,8,1997
Adonal Foyle,30,2006,GSW,77,2.8,0.6,10.3,8,1997
Adonal Foyle,31,2007,GSW,48,1,0.3,13.7,8,1997
Adonal Foyle,32,2008,ORL,82,1.3,0,9.9,8,1997
Adonal Foyle,33,2009,TOT,10,0.3,0,19.7,8,1997
Adonal Foyle,33,2009,ORL,9,0.3,0,21,8,1997
Adonal Foyle,33,2009,MEM,1,0,0,-6.3,8,1997
Adonis Jordan,23,1994,DEN,6,-0.1,-0.1,5.6,42,1993
Adonis Jordan,28,1999,MIL,4,0,0,18.9,42,1993
Adonis Thomas,20,2014,ORL,4,0,0,5.8,Undrafted,0
Adonis Thomas,20,2014,PHI,2,0,0,10.1,Undrafted,0
Adonis Thomas,20,2014,TOT,6,0,-0.1,7.3,Undrafted,0
Adreian Payne,23,2015,ATL,3,0,-0.1,2.9,15,2014
Adreian Payne,23,2015,TOT,32,-0.5,-0.7,7.7,15,2014
Adreian Payne,23,2015,MIN,29,-0.5,-0.7,7.8,15,2014
Adreian Payne,24,2016,MIN,52,-0.5,-0.5,5.6,15,2014
Adreian Payne,25,2017,MIN,18,0.2,0,14.4,15,2014
Adreian Payne,26,2018,ORL,5,0.2,0,18.8,15,2014
Adrian Branch,23,1987,LAL,32,0.7,0.1,18.8,46,1985
Adrian Branch,24,1988,NJN,20,-0.1,-0.2,10.4,46,1985
Adrian Branch,25,1989,POR,67,1.5,-0.1,15.7,46,1985
Adrian Branch,26,1990,MIN,11,0,-0.1,16.9,46,1985
Adrian Caldwell,23,1990,HOU,51,0.4,-0.2,9.5,Undrafted,0
Adrian Caldwell,24,1991,HOU,42,0.1,-0.2,8.6,Undrafted,0
Adrian Caldwell,28,1995,HOU,7,0,-0.1,4.4,Undrafted,0
Adrian Caldwell,29,1996,IND,51,0.3,-0.3,10.4,Undrafted,0
Adrian Caldwell,30,1997,PHI,27,0.3,-0.3,8.8,Undrafted,0
Adrian Caldwell,30,1997,NJN,18,-0.1,-0.3,5.1,Undrafted,0
Adrian Caldwell,30,1997,TOT,45,0.2,-0.6,7.5,Undrafted,0
Adrian Caldwell,31,1998,DAL,1,0,0,0,Undrafted,0
Adrian Dantley,23,1980,UTA,68,10.5,3.8,24.3,6,1976
Adrian Dantley,24,1981,UTA,80,13.6,5.7,24.3,6,1976
Adrian Dantley,25,1982,UTA,81,12.6,5.3,24.2,6,1976
Adrian Dantley,26,1983,UTA,22,4.3,1.4,24.4,6,1976
Adrian Dantley,27,1984,UTA,79,14.6,4.8,24.6,6,1976
Adrian Dantley,28,1985,UTA,55,8,3,21.9,6,1976
Adrian Dantley,29,1986,UTA,76,12.8,4.8,24.6,6,1976
Adrian Dantley,30,1987,DET,81,10.3,2.5,18.6,6,1976
Adrian Dantley,31,1988,DET,69,9.4,2.2,19.9,6,1976
Adrian Dantley,32,1989,TOT,73,7.4,1.4,17.4,6,1976
Adrian Dantley,32,1989,DET,42,5.3,1.3,18.2,6,1976
Adrian Dantley,32,1989,DAL,31,2.1,0.1,16.4,6,1976
Adrian Dantley,33,1990,DAL,45,3.1,0.3,15.4,6,1976
Adrian Dantley,34,1991,MIL,10,0.1,-0.1,12.1,6,1976
Adrian Griffin,25,2000,BOS,72,3.9,1.8,12.6,Undrafted,0
Adrian Griffin,26,2001,BOS,44,0.4,-0.1,10.5,Undrafted,0
Adrian Griffin,27,2002,DAL,58,3.5,1.5,14.2,Undrafted,0
Adrian Griffin,28,2003,DAL,74,2.9,1,11.5,Undrafted,0
Adrian Griffin,29,2004,HOU,19,0.1,0,4.5,Undrafted,0
Adrian Griffin,30,2005,CHI,69,1.3,0.4,10.7,Undrafted,0
Adrian Griffin,31,2006,DAL,52,2.9,1.4,11.6,Undrafted,0
Adrian Griffin,32,2007,CHI,54,1.3,0.3,10.7,Undrafted,0
Adrian Griffin,33,2008,SEA,13,0,0,9.3,Undrafted,0
Adrian Griffin,33,2008,TOT,35,0,-0.1,8.7,Undrafted,0
Adrian Griffin,33,2008,CHI,22,0,-0.1,8.5,Undrafted,0
Al Harrington,18,1999,IND,21,-0.2,-0.2,6.4,25,1998
Al Harrington,19,2000,IND,50,1,-0.1,10.8,25,1998
Al Harrington,20,2001,IND,78,1.2,-0.2,10.2,25,1998
Al Harrington,21,2002,IND,44,2.6,0.3,14.3,25,1998
Al Harrington,22,2003,IND,82,3.9,0.1,12.4,25,1998
Al Harrington,23,2004,IND,79,5.9,1.5,14.9,25,1998
Al Harrington,24,2005,ATL,66,1.6,0.4,14.4,25,1998
Al Harrington,25,2006,ATL,76,3.8,0.6,16,25,1998
Al Harrington,26,2007,GSW,42,2.8,0.7,16.1,25,1998
Al Harrington,26,2007,TOT,78,4.3,0.7,14.8,25,1998
Al Harrington,26,2007,IND,36,1.5,0.1,13.4,25,1998
Al Harrington,27,2008,GSW,81,5.4,1.1,15.6,25,1998
Al Harrington,28,2009,NYK,68,4,0.7,16.4,25,1998
Al Harrington,28,2009,TOT,73,3.9,0.6,15.9,25,1998
Al Harrington,28,2009,GSW,5,-0.1,-0.1,8.8,25,1998
Al Harrington,29,2010,NYK,72,3.5,0.1,16.8,25,1998
Al Harrington,30,2011,DEN,73,2.1,0.4,12.3,25,1998
Al Harrington,31,2012,DEN,64,3.2,0.6,15.3,25,1998
Al Harrington,32,2013,ORL,10,0,-0.1,10.3,25,1998
Al Harrington,33,2014,WAS,34,0.4,-0.3,9.7,25,1998
Al Horford,21,2008,ATL,81,5.5,1.2,14.7,3,2007
Al Horford,22,2009,ATL,67,6.8,2.5,17,3,2007
Al Horford,23,2010,ATL,81,10.9,3.8,19.4,3,2007
Al Horford,24,2011,ATL,77,10.1,4.4,20.7,3,2007
Al Horford,25,2012,ATL,11,1.3,0.4,19,3,2007
Al Horford,26,2013,ATL,74,8.8,3.5,19.8,3,2007
Al Horford,27,2014,ATL,29,2.8,1.1,22,3,2007
Al Horford,28,2015,ATL,76,8.7,3.4,21.4,3,2007
Al Horford,29,2016,ATL,82,9.4,4.1,19.4,3,2007
Al Horford,30,2017,BOS,68,6.3,2.8,17.7,3,2007
Al Horford,31,2018,BOS,72,7.8,3.5,17.6,3,2007
Al Horford,32,2019,BOS,68,7.5,3.4,20.2,3,2007
Al Jefferson,20,2005,BOS,71,2.7,-0.2,16.6,15,2004
Al Jefferson,21,2006,BOS,59,2.3,-0.3,16.2,15,2004
Al Jefferson,22,2007,BOS,69,6.6,1.5,19.8,15,2004
Al Jefferson,23,2008,MIN,82,7.7,1.7,22.7,15,2004
Al Jefferson,24,2009,MIN,50,4.9,1.2,23.1,15,2004
Al Jefferson,25,2010,MIN,76,4.6,1,19,15,2004
Al Jefferson,26,2011,UTA,82,7.8,1.5,20.1,15,2004
Al Jefferson,27,2012,UTA,61,7.5,2.6,22.8,15,2004
Al Jefferson,28,2013,UTA,78,7.7,2.2,20.9,15,2004
Al Jefferson,29,2014,CHA,73,7.8,2.5,22.7,15,2004
Al Jefferson,30,2015,CHO,65,4.7,1.1,19.7,15,2004
Al Jefferson,31,2016,CHO,47,2.8,0.2,18.2,15,2004
Al Jefferson,32,2017,IND,66,2.3,-0.3,18.9,15,2004
Al Jefferson,33,2018,IND,36,1.6,0.2,20.2,15,2004
Al Skinner,27,1980,PHI,2,0,0,-0.6,160,1974
Al Thornton,24,2008,LAC,79,1.1,-1,12.7,14,2007
Al Thornton,25,2009,LAC,71,1.3,-1,12.6,14,2007
Al Thornton,26,2010,WAS,24,0.7,0,12.1,14,2007
Al Thornton,26,2010,TOT,75,2.2,-0.4,11.8,14,2007
Al Thornton,26,2010,LAC,51,1.5,-0.4,11.6,14,2007
Al Thornton,27,2011,GSW,22,0.3,-0.4,11.3,14,2007
Al Thornton,27,2011,WAS,49,1.3,-0.4,11.8,14,2007
Al Thornton,27,2011,TOT,71,1.6,-0.8,11.7,14,2007
Al Wood,23,1982,SDC,29,0.8,-0.1,14.6,4,1981
Al Wood,23,1982,ATL,19,0,-0.2,9.1,4,1981
Al Wood,23,1982,TOT,48,0.9,-0.3,13.2,4,1981
Al Wood,24,1983,SDC,76,2.3,-0.2,13,4,1981
Al Wood,25,1984,SEA,81,4.4,0.7,14.9,4,1981
Al Wood,26,1985,SEA,80,4.2,1,14.3,4,1981
Al Wood,27,1986,SEA,78,2.5,-0.4,13.5,4,1981
Al Wood,28,1987,DAL,54,1,-0.4,13.2,4,1981
Al-Farouq Aminu,20,2011,LAC,81,0.7,-0.4,9.6,8,2010
Al-Farouq Aminu,21,2012,NOH,66,1.4,0.2,10.6,8,2010
Al-Farouq Aminu,22,2013,NOH,76,3.1,1.3,13.7,8,2010
Al-Farouq Aminu,23,2014,NOP,80,3.1,0.9,13.2,8,2010
Al-Farouq Aminu,24,2015,DAL,74,3.3,1.5,14.4,8,2010
Al-Farouq Aminu,25,2016,POR,82,4,1.3,12.7,8,2010
Al-Farouq Aminu,26,2017,POR,61,1.9,0.4,11.3,8,2010
Al-Farouq Aminu,27,2018,POR,69,4.2,1.6,12,8,2010
Al-Farouq Aminu,28,2019,POR,81,5.8,1.7,13.2,8,2010
Alaa Abdelnaby,22,1991,POR,43,0.5,-0.2,13.1,25,1990
Alaa Abdelnaby,23,1992,POR,71,2.1,-0.5,13.5,25,1990
Alaa Abdelnaby,24,1993,MIL,12,0.1,-0.1,11.9,25,1990
Alaa Abdelnaby,24,1993,BOS,63,1.9,-0.6,13.4,25,1990
Alaa Abdelnaby,24,1993,TOT,75,2,-0.7,13.2,25,1990
Alaa Abdelnaby,25,1994,BOS,13,-0.1,-0.3,9.2,25,1990
Alaa Abdelnaby,26,1995,PHI,3,-0.3,-0.2,-12.5,25,1990
Alaa Abdelnaby,26,1995,SAC,51,0.6,-0.4,14.1,25,1990
Alaa Abdelnaby,26,1995,TOT,54,0.3,-0.6,12.6,25,1990
Alan Anderson,23,2006,CHA,36,0.4,-0.2,10.4,Undrafted,0
Alan Anderson,24,2007,CHA,17,0.1,-0.1,10.1,Undrafted,0
Alan Anderson,29,2012,TOR,17,0.3,-0.2,8.7,Undrafted,0
Alan Anderson,30,2013,TOR,65,1.6,0,12.6,Undrafted,0
Alan Anderson,31,2014,BRK,78,1.7,-0.1,9.5,Undrafted,0
Alan Anderson,32,2015,BRK,74,2.7,0.6,10.6,Undrafted,0
Alan Anderson,33,2016,WAS,13,0.3,0,9.2,Undrafted,0
Alan Anderson,34,2017,LAC,30,0.1,-0.2,5,Undrafted,0
Alan Hardy,23,1981,LAL,22,-0.2,-0.3,7.5,Undrafted,0
Alan Hardy,24,1982,DET,38,0.2,-0.3,10.5,Undrafted,0
Alan Henderson,23,1996,ATL,79,2,-0.4,12.9,16,1995
Alan Henderson,24,1997,ATL,30,1.3,0,15,16,1995
Alan Henderson,25,1998,ATL,69,6,0.6,18.4,16,1995
Alan Henderson,26,1999,ATL,38,3.1,0.4,16,16,1995
Alan Henderson,27,2000,ATL,82,4.3,0.8,14.7,16,1995
Alan Henderson,28,2001,ATL,73,1.9,-0.6,14,16,1995
Alan Henderson,29,2002,ATL,26,0.7,-0.1,13.4,16,1995
Alan Henderson,30,2003,ATL,82,2.6,-0.4,12.1,16,1995
Alan Henderson,31,2004,ATL,6,0.2,0,18.2,16,1995
Alan Henderson,32,2005,DAL,78,3.1,0.5,12.4,16,1995
Alan Henderson,33,2006,CLE,51,1.3,-0.1,12.2,16,1995
Alan Henderson,34,2007,PHI,38,1.6,0.3,15.7,16,1995
Alan Ogg,23,1991,MIA,31,0.3,-0.1,7.4,Undrafted,0
Alan Ogg,24,1992,MIA,43,0.5,-0.1,9.8,Undrafted,0
Alan Ogg,25,1993,WSB,3,0,0,67.9,Undrafted,0
Alan Ogg,25,1993,MIL,3,0,0,9.6,Undrafted,0
Alan Ogg,25,1993,TOT,6,0,0,15.7,Undrafted,0
Alan Williams,23,2016,PHO,10,0.2,0.1,21.1,Undrafted,0
Alan Williams,24,2017,PHO,47,2.1,0.1,19.5,Undrafted,0
Alan Williams,25,2018,PHO,5,0,0,9.3,Undrafted,0
Alan Williams,26,2019,BRK,5,0.2,0.1,32.9,Undrafted,0
Alando Tucker,23,2008,PHO,6,0,-0.1,11.8,29,2007
Alando Tucker,24,2009,PHO,30,0.2,-0.3,13,29,2007
Alando Tucker,25,2010,TOT,15,0.1,-0.1,13.4,29,2007
Alando Tucker,25,2010,MIN,4,0,-0.1,6.9,29,2007
Alando Tucker,25,2010,PHO,11,0.1,-0.1,15.7,29,2007
Albert King,22,1982,NJN,76,2.4,0.3,13.5,10,1981
Albert King,23,1983,NJN,79,5.7,1.9,15.6,10,1981
Albert King,24,1984,NJN,79,4.3,1.4,15.6,10,1981
Albert King,25,1985,NJN,42,1.9,0.2,17.7,10,1981
Albert King,26,1986,NJN,73,1.9,0,13.3,10,1981
Albert King,27,1987,NJN,61,0.2,-0.4,10.4,10,1981
Albert King,28,1988,PHI,72,-0.1,-1,7.2,10,1981
Albert King,29,1989,SAS,46,0,-0.6,9.4,10,1981
Albert King,32,1992,WSB,6,0.1,0,14.3,10,1981
Alec Burks,20,2012,UTA,59,1.5,-0.1,14,12,2011
Alec Burks,21,2013,UTA,64,1,-0.2,11.5,12,2011
Alec Burks,22,2014,UTA,78,3.2,0.5,15.8,12,2011
Alec Burks,23,2015,UTA,27,1.7,0.1,13,12,2011
Alec Burks,24,2016,UTA,31,1.5,-0.1,14.3,12,2011
Alec Burks,25,2017,UTA,42,0.8,-0.4,11.6,12,2011
Alec Burks,26,2018,UTA,64,1.9,-0.2,13.1,12,2011
Alec Burks,27,2019,CLE,34,0.9,0.1,13.2,12,2011
Alec Burks,27,2019,SAC,13,0.2,0,9,12,2011
Alec Burks,27,2019,UTA,17,0.5,-0.1,12.4,12,2011
Alec Kessler,24,1991,MIA,78,-0.1,-1.8,8.4,12,1990
Alec Kessler,25,1992,MIA,77,1.2,-1.1,10.2,12,1990
Alec Kessler,26,1993,MIA,40,0.8,-0.2,11.5,12,1990
Alec Kessler,27,1994,MIA,15,0.1,0,11.8,12,1990
Alec Peters,22,2018,PHO,20,0.3,-0.1,10.7,54,2017
Aleksandar Djordjevic,29,1997,POR,8,0.1,0,12.5,Undrafted,0
Aleksandar Radojevic,23,2000,TOR,3,-0.1,-0.1,2.4,12,1999
Aleksandar Radojevic,28,2005,UTA,12,-0.3,-0.2,-1.5,12,1999
Alex Abrines,23,2017,OKC,68,2.1,-0.1,10.1,32,2013
Alex Abrines,24,2018,OKC,75,2.2,-0.1,9,32,2013
Alex Abrines,25,2019,OKC,31,0.6,-0.2,6.3,32,2013
Alex Acker,23,2006,DET,5,-0.2,-0.1,-2.4,60,2005
Alex Acker,26,2009,DET,7,0,0,16,60,2005
Alex Acker,26,2009,TOT,25,0,-0.2,10.4,60,2005
Alex Acker,26,2009,LAC,18,0,-0.2,9.8,60,2005
Alex Blackwell,22,1993,LAL,27,0,-0.1,8.2,Undrafted,0
Alex Bradley,22,1982,NYK,39,0.4,-0.2,12.4,86,1981
Alex Caruso,23,2018,LAL,37,0.5,-0.1,8.7,Undrafted,0
Alex Caruso,24,2019,LAL,25,1,0.2,13.9,Undrafted,0
Alex English,26,1980,TOT,78,5.3,1.8,18,23,1976
Alex English,26,1980,IND,54,3.6,1,17.7,23,1976
Alex English,26,1980,DEN,24,1.6,0.8,18.5,23,1976
Alex English,27,1981,DEN,81,8.3,3.9,19.7,23,1976
Alex English,28,1982,DEN,82,9.5,4.6,22.2,23,1976
Alex English,29,1983,DEN,82,10.3,5,24.1,23,1976
Alex English,30,1984,DEN,82,8.2,3.9,22.2,23,1976
Alex English,31,1985,DEN,81,8.9,3.2,21.6,23,1976
Alex English,32,1986,DEN,81,9.8,3.2,21.7,23,1976
Alex English,33,1987,DEN,82,8.1,2.3,20.5,23,1976
Alex English,34,1988,DEN,80,7.6,2.5,19.8,23,1976
Alex English,35,1989,DEN,82,6.8,1.3,19,23,1976
Alex English,36,1990,DEN,80,5.1,1,17.9,23,1976
Alex English,37,1991,DAL,79,0.6,-1,12.2,23,1976
Alex Garcia,23,2004,SAS,2,-0.1,0,-4.7,Undrafted,0
Alex Garcia,24,2005,NOH,8,-0.1,-0.1,8.4,Undrafted,0
Alex Kirk,23,2015,CLE,5,0,0,8.5,Undrafted,0
Alex Len,20,2014,PHO,42,0.2,-0.4,7.3,5,2013
Alex Len,21,2015,PHO,69,3.4,0.4,13.5,5,2013
Alex Len,22,2016,PHO,78,1.3,-0.7,12.4,5,2013
Alex Len,23,2017,PHO,77,3,0.1,15,5,2013
Alex Len,24,2018,PHO,69,4.5,1,19.4,5,2013
Alex Len,25,2019,ATL,77,3.2,0.4,17.2,5,2013
