Player,Age,Year,Tm,G,WS,VORP,PER,Draft Pick,Draft Year
Brooks Thompson,27,1998,PHO,13,0,0,11.4,27,1994
Brooks Thompson,27,1998,NYK,17,0.2,0,11.2,27,1994
Brooks Thompson,27,1998,TOT,30,0.2,-0.1,11.2,27,1994
Bruce Bowen,25,1997,MIA,1,0,0,37.7,Undrafted,0
Bruce Bowen,26,1998,BOS,61,2.2,0.7,11,Undrafted,0
Bruce Bowen,27,1999,BOS,30,0,-0.2,5,Undrafted,0
Bruce Bowen,28,2000,MIA,27,0.9,0.1,7.1,Undrafted,0
Bruce Bowen,28,2000,TOT,69,1.2,-0.1,6.7,Undrafted,0
Bruce Bowen,28,2000,PHI,42,0.3,-0.1,6,Undrafted,0
Bruce Bowen,29,2001,MIA,82,4.2,1.6,8.1,Undrafted,0
Bruce Bowen,30,2002,SAS,59,1.9,0.8,8.2,Undrafted,0
Bruce Bowen,31,2003,SAS,82,5.1,2.3,9.1,Undrafted,0
Bruce Bowen,32,2004,SAS,82,5.4,2,8.2,Undrafted,0
Bruce Bowen,33,2005,SAS,82,6.1,2.1,9.5,Undrafted,0
Bruce Bowen,34,2006,SAS,82,6.2,2.7,9.1,Undrafted,0
Bruce Bowen,35,2007,SAS,82,4.1,1.5,7.1,Undrafted,0
Bruce Bowen,36,2008,SAS,81,4.4,1.5,7,Undrafted,0
Bruce Bowen,37,2009,SAS,80,2.2,0.2,5.4,Undrafted,0
Bruce Brown,22,2019,DET,74,1.5,0,6.9,42,2018
Bruce Douglas,22,1987,SAC,8,-0.2,-0.1,5.7,57,1986
Bruce Flowers,25,1983,CLE,53,1.7,0.4,15.2,26,1979
Bruce Kuczenski,22,1984,NJN,7,0,0,9.4,59,1983
Bruce Kuczenski,22,1984,PHI,3,-0.2,-0.1,-5.6,59,1983
Bruce Kuczenski,22,1984,IND,5,-0.2,-0.2,-2,59,1983
Bruce Kuczenski,22,1984,TOT,15,-0.4,-0.3,-0.5,59,1983
Bruno Caboclo,19,2015,TOR,8,-0.1,-0.1,-1.8,20,2014
Bruno Caboclo,20,2016,TOR,6,-0.3,-0.1,-7.7,20,2014
Bruno Caboclo,21,2017,TOR,9,0.1,0,14.6,20,2014
Bruno Caboclo,22,2018,TOR,2,0,0,-0.1,20,2014
Bruno Caboclo,22,2018,SAC,10,0,-0.1,7.9,20,2014
Bruno Caboclo,23,2019,MEM,34,1.5,0.4,12.4,20,2014
Bruno Sundov,18,1999,DAL,3,-0.1,-0.1,-8.8,35,1998
Bruno Sundov,19,2000,DAL,14,-0.1,-0.1,7.8,35,1998
Bruno Sundov,20,2001,IND,11,0.2,-0.1,11,35,1998
Bruno Sundov,21,2002,IND,22,0,-0.1,8.7,35,1998
Bruno Sundov,22,2003,BOS,26,-0.4,-0.3,1.2,35,1998
Bruno Sundov,23,2004,NYK,1,0,0,22.4,35,1998
Bruno Sundov,23,2004,CLE,4,-0.1,-0.1,0.9,35,1998
Bruno Sundov,23,2004,TOT,5,0,-0.1,3.5,35,1998
Bruno Sundov,24,2005,NYK,21,-0.3,-0.2,1.2,35,1998
Bryan Warrick,23,1983,WSB,43,0.1,-0.6,6.5,25,1982
Bryan Warrick,24,1984,WSB,32,0,-0.3,6.9,25,1982
Bryan Warrick,25,1985,LAC,58,0.5,-0.6,10.5,25,1982
Bryan Warrick,26,1986,MIL,5,0,0,8.4,25,1982
Bryan Warrick,26,1986,TOT,36,1,-0.1,11.1,25,1982
Bryan Warrick,26,1986,IND,31,1,-0.1,11.2,25,1982
Bryant Reeves,22,1996,VAN,77,2.3,-0.8,13.4,6,1995
Bryant Reeves,23,1997,VAN,75,2.4,-0.7,14.4,6,1995
Bryant Reeves,24,1998,VAN,74,4.9,1.3,17.3,6,1995
Bryant Reeves,25,1999,VAN,25,-0.1,-0.6,10.4,6,1995
Bryant Reeves,26,2000,VAN,69,0.6,-1,10.6,6,1995
Bryant Reeves,27,2001,VAN,75,2.9,0,12.8,6,1995
Bryant Stith,22,1993,DEN,39,1.6,-0.2,11.7,13,1992
Bryant Stith,23,1994,DEN,82,6.8,2,12.7,13,1992
Bryant Stith,24,1995,DEN,81,5.6,1.3,14.4,13,1992
Bryant Stith,25,1996,DEN,82,5.2,1.6,13.9,13,1992
Bryant Stith,26,1997,DEN,52,3,1,14.4,13,1992
Bryant Stith,27,1998,DEN,31,-0.3,-0.8,9.2,13,1992
Bryant Stith,28,1999,DEN,46,0.5,-0.2,10,13,1992
Bryant Stith,29,2000,DEN,45,1.6,0.1,13.8,13,1992
Bryant Stith,30,2001,BOS,78,4.8,1,11.7,13,1992
Bryant Stith,31,2002,CLE,50,0.7,-0.1,11.1,13,1992
Bryce Cotton,22,2015,UTA,15,0.2,-0.1,14.5,Undrafted,0
Bryce Cotton,23,2016,MEM,5,0,0,29.1,Undrafted,0
Bryce Cotton,23,2016,PHO,3,-0.2,-0.1,-3.3,Undrafted,0
Bryce Cotton,23,2016,TOT,8,-0.1,-0.1,1.7,Undrafted,0
Bryce Dejean-Jones,23,2016,NOP,14,0.2,0,9.6,Undrafted,0
Bryce Drew,24,1999,HOU,34,-0.1,-0.4,6.6,16,1998
Bryce Drew,25,2000,HOU,72,1.3,-0.4,10.9,16,1998
Bryce Drew,26,2001,CHI,48,-0.4,-1.6,7.9,16,1998
Bryce Drew,27,2002,CHH,61,1.7,0.1,12.4,16,1998
Bryce Drew,28,2003,NOH,13,0,-0.1,9.4,16,1998
Bryce Drew,29,2004,NOH,15,-0.2,-0.2,4.5,16,1998
Bryn Forbes,23,2017,SAS,36,0.1,-0.3,5.9,Undrafted,0
Bryn Forbes,24,2018,SAS,80,2.1,-0.4,9.1,Undrafted,0
Bryn Forbes,25,2019,SAS,82,3.8,0.7,12,Undrafted,0
Bryon Russell,23,1994,UTA,67,2.1,0.8,11.1,45,1993
Bryon Russell,24,1995,UTA,63,1.4,0.3,11,45,1993
Bryon Russell,25,1996,UTA,59,0.8,0.1,10,45,1993
Bryon Russell,26,1997,UTA,81,7.4,3.7,13.7,45,1993
Bryon Russell,27,1998,UTA,82,6,2.3,12.9,45,1993
Bryon Russell,28,1999,UTA,50,5.6,2.3,14.1,45,1993
Bryon Russell,29,2000,UTA,82,8.8,3.9,15.1,45,1993
Bryon Russell,30,2001,UTA,78,6.8,3,14.1,45,1993
Bryon Russell,31,2002,UTA,66,2.3,0.5,9.8,45,1993
Bryon Russell,32,2003,WAS,70,1.5,0.3,9.1,45,1993
Bryon Russell,33,2004,LAL,72,2.2,0.4,11.6,45,1993
Bryon Russell,34,2005,DEN,70,2.6,0.7,11.8,45,1993
Bryon Russell,35,2006,DEN,1,0,0,16.4,45,1993
Bubba Wells,23,1998,DAL,39,0.1,-0.3,11.1,34,1997
Bubba Wilson,24,1980,GSW,16,-0.2,-0.2,2.1,101,1978
Buck Johnson,23,1987,HOU,60,0.7,-0.1,11.8,20,1986
Buck Johnson,24,1988,HOU,70,2.1,0.4,13.9,20,1986
Buck Johnson,25,1989,HOU,67,3.6,1.1,11.4,20,1986
Buck Johnson,26,1990,HOU,82,6.2,1.8,12.9,20,1986
Buck Johnson,27,1991,HOU,73,4.6,0.9,12.9,20,1986
Buck Johnson,28,1992,HOU,80,2.3,0.1,10,20,1986
Buck Johnson,29,1993,WSB,73,1.2,-0.4,10.7,20,1986
Buck Williams,21,1982,NJN,82,8.9,2.7,17.2,3,1981
Buck Williams,22,1983,NJN,82,11.4,3.9,18.6,3,1981
Buck Williams,23,1984,NJN,81,7.3,2.8,15.8,3,1981
Buck Williams,24,1985,NJN,82,7.7,2.3,16.7,3,1981
Buck Williams,25,1986,NJN,82,6.8,2.2,15.1,3,1981
Buck Williams,26,1987,NJN,82,7.9,2.7,17.6,3,1981
Buck Williams,27,1988,NJN,70,7.6,2.2,18.2,3,1981
Buck Williams,28,1989,NJN,74,5.2,1,14.6,3,1981
Buck Williams,29,1990,POR,82,8.7,2.7,14.3,3,1981
Buck Williams,30,1991,POR,80,8.5,2.4,14.3,3,1981
Buck Williams,31,1992,POR,80,9.2,2.9,15,3,1981
Buck Williams,32,1993,POR,82,6.1,1.4,11.9,3,1981
Buck Williams,33,1994,POR,81,7.9,2,14,3,1981
Buck Williams,34,1995,POR,82,6.1,1.6,13.6,3,1981
Buck Williams,35,1996,POR,70,3.9,0.5,12.3,3,1981
Buck Williams,36,1997,NYK,74,4.8,1.1,13.9,3,1981
Buck Williams,37,1998,NYK,41,2.1,0.3,12.3,3,1981
Buddy Hield,23,2017,SAC,25,0.8,0.1,14.9,6,2016
Buddy Hield,23,2017,TOT,82,1.3,-0.4,11.8,6,2016
Buddy Hield,23,2017,NOP,57,0.5,-0.5,9.9,6,2016
Buddy Hield,25,2018,SAC,80,2.8,0.9,16.1,6,2016
Buddy Hield,26,2019,SAC,82,5.9,2.1,17.5,6,2016
Butch Carter,22,1981,LAL,54,0.9,-0.4,10.7,37,1980
Butch Carter,23,1982,IND,75,1.3,-0.5,11.1,37,1980
Butch Carter,24,1983,IND,81,3,0.2,14.9,37,1980
Butch Carter,25,1984,IND,73,2.6,0.4,13.5,37,1980
Butch Carter,26,1985,NYK,69,0.9,-0.4,11.5,37,1980
Butch Carter,27,1986,PHI,4,0,-0.1,2.2,37,1980
Butch Carter,27,1986,NYK,5,-0.2,-0.1,-5.4,37,1980
Butch Carter,27,1986,TOT,9,-0.2,-0.2,-1.3,37,1980
Butch Graves,23,1985,CLE,4,-0.1,0,-0.8,68,1984
Butch Lee,23,1980,LAL,11,0,0,12.4,10,1978
Butch Lee,23,1980,CLE,3,-0.2,-0.1,-4,10,1978
Butch Lee,23,1980,TOT,14,-0.2,-0.1,5.3,10,1978
Byron Dinkins,22,1990,HOU,33,0.3,-0.2,10.9,Undrafted,0
Byron Dinkins,23,1991,IND,2,0,0,7.9,Undrafted,0
Byron Dinkins,23,1991,TOT,12,0,-0.2,4.6,Undrafted,0
Byron Dinkins,23,1991,SAS,10,0,-0.2,4.5,Undrafted,0
Byron Houston,23,1993,GSW,79,1.8,0.1,10.6,27,1992
Byron Houston,24,1994,GSW,71,0.9,-0.2,7.5,27,1992
Byron Houston,25,1995,SEA,39,0.5,-0.2,13.8,27,1992
Byron Houston,26,1996,SAC,25,0.7,0,13.1,27,1992
Byron Irvin,23,1990,POR,50,1.2,0.2,15.6,22,1989
Byron Irvin,24,1991,WSB,33,0.9,0.1,17.5,22,1989
Byron Irvin,26,1993,WSB,4,0,-0.1,9.5,22,1989
Byron Mullens,20,2010,OKC,13,-0.1,-0.1,0.7,24,2009
Byron Mullens,21,2011,OKC,13,-0.2,-0.3,3.5,24,2009
Byron Mullens,22,2012,CHA,65,0.2,-1.1,13,24,2009
Byron Mullens,23,2013,CHA,53,0.1,-0.6,12.3,24,2009
Byron Mullens,24,2014,PHI,18,0.4,0,16.1,24,2009
Byron Mullens,24,2014,LAC,27,0,-0.1,7.8,24,2009
Byron Mullens,24,2014,TOT,45,0.5,-0.1,12.8,24,2009
Byron Scott,22,1984,LAL,74,2.7,0.2,13.4,4,1983
Byron Scott,23,1985,LAL,81,6.9,1.7,16.8,4,1983
Byron Scott,24,1986,LAL,76,5.2,1,15,4,1983
Byron Scott,25,1987,LAL,82,7.7,2.2,16,4,1983
Byron Scott,26,1988,LAL,81,10.7,4.4,19.2,4,1983
Byron Scott,27,1989,LAL,74,6.8,2.2,16.6,4,1983
Byron Scott,28,1990,LAL,77,6,1.7,14.3,4,1983
Byron Scott,29,1991,LAL,82,6.6,1.9,14.2,4,1983
Byron Scott,30,1992,LAL,82,6,1.7,15.5,4,1983
Byron Scott,31,1993,LAL,58,3.3,0.3,14.4,4,1983
Byron Scott,32,1994,IND,67,3.1,0.4,17.6,4,1983
Byron Scott,33,1995,IND,80,3.9,0.7,15.8,4,1983
Byron Scott,34,1996,VAN,80,2.3,-0.2,13,4,1983
Byron Scott,35,1997,LAL,79,4.1,0.6,13.5,4,1983
C.J. McCollum,22,2014,POR,38,0.2,-0.3,9,Undrafted,0
C.J. McCollum,23,2015,POR,62,1.8,0.3,13.1,Undrafted,0
C.J. McCollum,24,2016,POR,80,6,1.7,17.7,Undrafted,0
C.J. McCollum,25,2017,POR,80,7.6,2.1,19.9,Undrafted,0
C.J. Miles,18,2006,UTA,23,0.3,0,13.8,34,2005
C.J. Miles,19,2007,UTA,37,-0.5,-0.4,2.8,34,2005
C.J. Miles,20,2008,UTA,60,1.9,0.4,14.2,34,2005
C.J. Miles,21,2009,UTA,72,2.9,0.4,11.8,34,2005
C.J. Miles,22,2010,UTA,63,1.9,0.3,10.8,34,2005
C.J. Miles,23,2011,UTA,78,2.5,0.2,14.4,34,2005
C.J. Miles,24,2012,UTA,56,1.5,0.1,12.4,34,2005
C.J. Miles,25,2013,CLE,65,2.6,0.3,15.3,34,2005
C.J. Miles,26,2014,CLE,51,2.5,0.7,16,34,2005
C.J. Miles,27,2015,IND,70,3.6,0.8,14.1,34,2005
C.J. Miles,28,2016,IND,64,3.1,0.7,14,34,2005
C.J. Miles,29,2017,IND,76,4,0.7,13.7,34,2005
C.J. Miles,30,2018,TOR,70,2.9,0.5,13,34,2005
C.J. Miles,31,2019,MEM,13,0.3,-0.1,10.8,34,2005
C.J. Miles,31,2019,TOR,40,0.4,-0.2,8,34,2005
C.J. Watson,23,2008,GSW,32,0.4,-0.2,11,Undrafted,0
C.J. Watson,24,2009,GSW,77,3.3,0.4,14.2,Undrafted,0
C.J. Watson,25,2010,GSW,65,3.1,0.7,13.8,Undrafted,0
C.J. Watson,26,2011,CHI,82,2.1,0,12.8,Undrafted,0
C.J. Watson,27,2012,CHI,49,2.6,0.5,13.3,Undrafted,0
C.J. Watson,28,2013,BRK,80,3.8,1.2,13.9,Undrafted,0
C.J. Watson,29,2014,IND,63,3.2,0.7,13,Undrafted,0
C.J. Watson,30,2015,IND,57,4,1.3,15.4,Undrafted,0
C.J. Watson,31,2016,ORL,33,0.6,-0.2,8.6,Undrafted,0
C.J. Watson,32,2017,ORL,62,0.9,-0.4,9.3,Undrafted,0
C.J. Wilcox,24,2015,LAC,21,0,-0.1,8.5,28,2014
C.J. Wilcox,25,2016,LAC,23,0.3,0,12.9,28,2014
C.J. Wilcox,26,2017,ORL,22,-0.2,-0.2,2.9,28,2014
C.J. Williams,27,2018,LAC,38,0.7,0.1,9.5,Undrafted,0
C.J. Williams,28,2019,MIN,15,0.1,-0.1,8.8,Undrafted,0
Cal Bowdler,22,2000,ATL,46,0.2,-0.3,10,17,1999
Cal Bowdler,23,2001,ATL,44,1,-0.1,15.8,17,1999
Cal Bowdler,24,2002,ATL,52,0.5,-0.6,9.4,17,1999
Calbert Cheaney,22,1994,WSB,65,1.2,-0.3,14,6,1993
Calbert Cheaney,23,1995,WSB,78,3.2,0.5,14.2,6,1993
Calbert Cheaney,24,1996,WSB,70,3.2,0.3,13,6,1993
Calbert Cheaney,25,1997,WSB,79,3.9,0.2,11.1,6,1993
Calbert Cheaney,26,1998,WAS,82,4.1,0.5,11.7,6,1993
Calbert Cheaney,27,1999,WAS,50,0.4,-0.4,8.8,6,1993
Calbert Cheaney,28,2000,BOS,67,0.8,-0.4,6.7,6,1993
Calbert Cheaney,29,2001,DEN,9,-0.1,-0.1,4.1,6,1993
Calbert Cheaney,30,2002,DEN,68,1.2,-0.4,10.3,6,1993
Calbert Cheaney,31,2003,UTA,81,2.8,0.5,9.8,6,1993
Calbert Cheaney,32,2004,GSW,79,2.3,0.2,10.6,6,1993
Calbert Cheaney,33,2005,GSW,55,0.3,-0.8,7.8,6,1993
Calbert Cheaney,34,2006,GSW,42,0,-0.4,6,6,1993
Caldwell Jones,29,1980,PHI,80,3.9,1.2,9.7,32,1973
Caldwell Jones,30,1981,PHI,81,5.5,1.9,10.1,32,1973
Caldwell Jones,31,1982,PHI,81,5.2,1.3,11.3,32,1973
Caldwell Jones,32,1983,HOU,82,2.5,0.6,12.3,32,1973
Caldwell Jones,33,1984,HOU,81,4.1,1.2,10.9,32,1973
Caldwell Jones,34,1985,CHI,42,0.9,0.1,6.9,32,1973
Caldwell Jones,35,1986,POR,80,2.3,0.4,9.7,32,1973
Caldwell Jones,36,1987,POR,78,2.6,0.2,8.7,32,1973
Caldwell Jones,37,1988,POR,79,2.7,0.6,8,32,1973
Caldwell Jones,38,1989,POR,72,0.8,-0.1,6.8,32,1973
Caldwell Jones,39,1990,SAS,72,1.3,-0.3,7.2,32,1973
Caleb Swanigan,20,2018,POR,27,0,-0.2,7.5,26,2017
Caleb Swanigan,21,2019,SAC,3,0,0,11.7,26,2017
Caleb Swanigan,21,2019,POR,18,-0.3,-0.3,3.1,26,2017
Calvin Booth,23,2000,WAS,11,0.1,0,11.9,35,1999
Calvin Booth,24,2001,TOT,55,2.1,0.8,16.1,35,1999
Calvin Booth,24,2001,DAL,15,1.1,0.5,18.9,35,1999
Calvin Booth,24,2001,WAS,40,1,0.3,14.7,35,1999
Calvin Booth,25,2002,SEA,15,0.5,0,11.9,35,1999
Calvin Booth,26,2003,SEA,47,0.8,-0.2,9.9,35,1999
Calvin Booth,27,2004,SEA,71,2.2,0.1,13.6,35,1999
Calvin Booth,28,2005,DAL,34,0.6,0,11.7,35,1999
Calvin Booth,28,2005,TOT,51,1,0,11.9,35,1999
Calvin Booth,28,2005,MIL,17,0.4,0,12.2,35,1999
Calvin Booth,29,2006,WAS,33,0.4,0,8.9,35,1999
Calvin Booth,30,2007,WAS,44,0.6,0.1,9.6,35,1999
Calvin Booth,31,2008,PHI,31,0.3,0,7.1,35,1999
Calvin Booth,32,2009,MIN,1,0,0,39.8,35,1999
Calvin Booth,32,2009,TOT,8,0.1,-0.1,11.4,35,1999
Calvin Booth,32,2009,SAC,7,0.1,-0.1,10.9,35,1999
Calvin Garrett,24,1981,HOU,70,1.4,0.3,8.8,47,1979
Calvin Garrett,25,1982,HOU,51,0.6,-0.2,8.4,47,1979
Calvin Garrett,26,1983,HOU,4,0,0,6.4,47,1979
Calvin Garrett,27,1984,LAL,41,0.6,-0.2,10.2,47,1979
Calvin Murphy,31,1980,HOU,76,7.2,1.7,16.8,18,1970
Calvin Murphy,32,1981,HOU,76,5.4,0.7,18.1,18,1970
Calvin Murphy,33,1982,HOU,64,1.3,-0.8,13.2,18,1970
Calvin Murphy,34,1983,HOU,64,1.6,-0.5,14.8,18,1970
Calvin Natt,23,1980,TOT,78,7.1,1.7,17,8,1979
Calvin Natt,23,1980,NJN,53,4.8,1.2,15.9,8,1979
Calvin Natt,23,1980,POR,25,2.3,0.5,19.8,8,1979
Calvin Natt,24,1981,POR,74,4.2,0.8,14.8,8,1979
Calvin Natt,25,1982,POR,75,9.3,2.9,19,8,1979
Calvin Natt,26,1983,POR,80,9.8,3,19,8,1979
Calvin Natt,27,1984,POR,79,8.4,2.8,16.9,8,1979
Calvin Natt,28,1985,DEN,78,10.2,3.1,21.8,8,1979
Calvin Natt,29,1986,DEN,69,6.1,1.2,18.6,8,1979
Calvin Natt,30,1987,DEN,1,0,0,15.2,8,1979
Calvin Natt,31,1988,DEN,27,1.1,0,14.4,8,1979
Calvin Natt,32,1989,DEN,14,0.3,-0.1,12.1,8,1979
Calvin Natt,32,1989,SAS,10,0,-0.2,9.3,8,1979
Calvin Natt,32,1989,TOT,24,0.3,-0.4,10.7,8,1979
Calvin Natt,33,1990,IND,14,0.5,0,14.4,8,1979
Cameron Bairstow,24,2015,CHI,18,-0.1,-0.1,2.1,49,2014
Cameron Bairstow,25,2016,CHI,18,0,-0.1,6.8,49,2014
Cameron Payne,21,2016,OKC,57,1.4,0.1,12.9,14,2015
Cameron Payne,22,2017,CHI,11,-0.3,-0.2,4,14,2015
Cameron Payne,22,2017,OKC,20,-0.1,-0.4,6.2,14,2015
Cameron Payne,22,2017,TOT,31,-0.3,-0.6,5.6,14,2015
Cameron Payne,23,2018,CHI,25,0.8,0.2,14,14,2015
Cameron Payne,24,2019,CLE,9,0.3,0,15.3,14,2015
Cameron Payne,24,2019,CHI,31,0.2,-0.3,10.3,14,2015
Cameron Reynolds,23,2019,MIN,19,0.4,0,10.4,Undrafted,0
Campy Russell,28,1980,CLE,41,1.8,1.1,16.2,8,1974
Campy Russell,29,1981,NYK,79,4.3,0.8,12.9,8,1974
Campy Russell,30,1982,NYK,77,3.2,0.5,13.3,8,1974
Campy Russell,33,1985,CLE,3,-0.1,-0.1,-2.6,8,1974
Carey Scurry,23,1986,UTA,78,1.8,0.9,11.9,37,1985
Carey Scurry,24,1987,UTA,69,2.6,1.3,18.3,37,1985
Carey Scurry,25,1988,TOT,33,0.9,0.7,12.9,37,1985
Carey Scurry,25,1988,UTA,29,0.9,0.7,12.8,37,1985
Carey Scurry,25,1988,NYK,4,0,0,14.8,37,1985
Caris LeVert,22,2017,BRK,57,1.8,0.3,12.2,20,2016
Caris LeVert,23,2018,BRK,71,2.3,0.7,14.2,20,2016
Caris LeVert,24,2019,BRK,40,1.7,0.5,14.9,20,2016
Carl Bailey,23,1982,POR,1,0,0,-6.8,66,1980
Carl Henry,25,1986,SAC,28,0.2,-0.1,12.5,80,1984
Carl Herrera,25,1992,HOU,43,0.5,-0.2,10.9,30,1990
Carl Herrera,26,1993,HOU,81,4.6,0.4,13.1,30,1990
Carl Herrera,27,1994,HOU,75,2,-0.4,9.1,30,1990
Carl Herrera,28,1995,HOU,61,2.1,-0.1,11.7,30,1990
Carl Herrera,29,1996,SAS,44,-0.2,-0.3,4.7,30,1990
Carl Herrera,30,1997,SAS,75,0.1,-1.1,10.6,30,1990
Carl Herrera,31,1998,SAS,58,0.1,-0.4,8.1,30,1990
Carl Herrera,32,1999,VAN,4,-0.2,-0.1,-1.7,30,1990
Carl Herrera,32,1999,DEN,24,0,-0.3,8.2,30,1990
Carl Herrera,32,1999,TOT,28,-0.3,-0.4,6.8,30,1990
Carl Kilpatrick,23,1980,UTA,2,0,0,22.7,158,1978
Carl Landry,24,2008,HOU,42,3.7,0.7,21.4,31,2007
Carl Landry,25,2009,HOU,69,5.9,0.9,17.7,31,2007
Carl Landry,26,2010,TOT,80,7.7,0.8,19,31,2007
Carl Landry,26,2010,HOU,52,5.4,0.7,21.1,31,2007
Carl Landry,26,2010,SAC,28,2.3,0.1,16,31,2007
Carl Landry,27,2011,NOH,23,1.6,0,15.2,31,2007
Carl Landry,27,2011,SAC,53,2.5,0,14.7,31,2007
Carl Landry,27,2011,TOT,76,4.1,0,14.8,31,2007
Carl Landry,28,2012,NOH,41,2.9,0.1,18.2,31,2007
Carl Landry,29,2013,GSW,81,6.2,0.6,17.5,31,2007
Carl Landry,30,2014,SAC,18,0.4,-0.2,11.2,31,2007
Carl Landry,31,2015,SAC,70,2.8,-0.5,14.9,31,2007
Carl Landry,32,2016,PHI,36,2.1,0.2,22.4,31,2007
Carl Nicks,22,1981,UTA,40,0.3,-0.2,11.7,23,1980
Carl Nicks,22,1981,DEN,27,-0.4,-0.3,8.3,23,1980
Carl Nicks,22,1981,TOT,67,-0.2,-0.6,10.2,23,1980
Carl Nicks,23,1982,UTA,80,-0.3,-1,10.5,23,1980
Carl Nicks,24,1983,CLE,9,0.1,-0.1,12.1,23,1980
Carl Thomas,22,1992,SAC,1,0,-0.1,6.4,Undrafted,0
Carl Thomas,27,1997,CLE,19,0,-0.1,8.5,Undrafted,0
Carl Thomas,28,1998,CLE,29,0.5,0.1,10,Undrafted,0
Carl Thomas,28,1998,TOT,43,0.7,0,10.9,Undrafted,0
Carl Thomas,28,1998,ORL,4,0.1,0,27.8,Undrafted,0
Carl Thomas,28,1998,GSW,10,0.1,-0.1,11,Undrafted,0
Carldell Johnson,29,2012,NOH,15,0,-0.1,8.9,Undrafted,0
Carlos Arroyo,22,2002,TOR,17,0,-0.1,11.9,Undrafted,0
Carlos Arroyo,22,2002,DEN,20,0.3,-0.2,12.6,Undrafted,0
Carlos Arroyo,22,2002,TOT,37,0.4,-0.3,12.4,Undrafted,0
Carlos Arroyo,23,2003,UTA,44,0.3,-0.1,14.1,Undrafted,0
Carlos Arroyo,24,2004,UTA,71,4.7,0.9,16.8,Undrafted,0
Carlos Arroyo,25,2005,DET,40,0.9,-0.4,10.7,Undrafted,0
Carlos Arroyo,25,2005,UTA,30,0.4,-0.6,11.8,Undrafted,0
Carlos Arroyo,25,2005,TOT,70,1.3,-1,11.3,Undrafted,0
Carlos Arroyo,26,2006,ORL,27,1.7,0.2,18.8,Undrafted,0
Carlos Arroyo,26,2006,TOT,77,2.7,-0.1,15.6,Undrafted,0
Carlos Arroyo,26,2006,DET,50,1,-0.3,12.5,Undrafted,0
Carlos Arroyo,27,2007,ORL,72,2.5,0,14.4,Undrafted,0
Carlos Arroyo,28,2008,ORL,62,2.8,-0.1,12.8,Undrafted,0
Carlos Arroyo,30,2010,MIA,72,3.7,0,12.3,Undrafted,0
Carlos Arroyo,31,2011,BOS,15,0.1,-0.1,6.7,Undrafted,0
Carlos Arroyo,31,2011,MIA,49,1.6,-0.2,9.5,Undrafted,0
Carlos Arroyo,31,2011,TOT,64,1.7,-0.3,9,Undrafted,0
Carlos Boozer,21,2003,CLE,81,5.9,1.1,17.9,35,2002
Carlos Boozer,22,2004,CLE,75,9.4,2.8,20.8,35,2002
Carlos Boozer,23,2005,UTA,51,4.1,1.8,19.2,35,2002
Carlos Boozer,24,2006,UTA,33,3.5,1.2,21.4,35,2002
Carlos Boozer,25,2007,UTA,74,9.9,4.3,24.1,35,2002
Carlos Boozer,26,2008,UTA,81,10.2,3.7,21.9,35,2002
Carlos Boozer,27,2009,UTA,37,2.6,0.6,17.2,35,2002
Carlos Boozer,28,2010,UTA,78,9.9,3.7,21.3,35,2002
Carlos Boozer,29,2011,CHI,59,5.8,1.3,18.8,35,2002
Carlos Boozer,30,2012,CHI,66,7.6,2,19.7,35,2002
Carlos Boozer,31,2013,CHI,79,5.7,0.9,17.1,35,2002
Carlos Boozer,32,2014,CHI,76,3.4,-0.7,14.4,35,2002
Carlos Boozer,33,2015,LAL,71,2.2,-0.6,16.4,35,2002
Carlos Clark,23,1984,BOS,31,0.1,0,12.1,91,1983
Carlos Clark,24,1985,BOS,62,0.5,-0.1,8.9,91,1983
Carlos Delfino,22,2005,DET,30,0.5,0,8.6,25,2003
Carlos Delfino,23,2006,DET,68,1,-0.2,10.6,25,2003
Carlos Delfino,24,2007,DET,82,2.9,0.6,12.8,25,2003
Carlos Delfino,25,2008,TOR,82,4,1.6,13.6,25,2003
Carlos Delfino,27,2010,MIL,75,4.8,2.1,12.9,25,2003
Carlos Delfino,28,2011,MIL,49,3.5,1.6,13.1,25,2003
Carlos Delfino,29,2012,MIL,54,2.4,1.1,11.7,25,2003
Carlos Delfino,30,2013,HOU,67,3.5,1.3,13.3,25,2003
Carlos Rogers,23,1995,GSW,49,0.9,-0.2,14.3,11,1994
Carlos Rogers,24,1996,TOR,56,0.9,-0.5,13.9,11,1994
Carlos Rogers,25,1997,TOR,56,4,0.8,17,11,1994
Carlos Rogers,26,1998,POR,3,0,0,8.1,11,1994
Carlos Rogers,26,1998,TOT,21,0.5,-0.1,12.7,11,1994
Carlos Rogers,26,1998,TOR,18,0.5,-0.1,13.1,11,1994
Carlos Rogers,27,1999,POR,2,0,0,23.3,11,1994
Carlos Rogers,28,2000,HOU,53,2.2,0,15.2,11,1994
Carlos Rogers,29,2001,HOU,39,2,0.3,18.1,11,1994
Carlos Rogers,30,2002,IND,22,0.5,0,15.3,11,1994
Carlos Terry,24,1981,WSB,26,0.8,0.6,13.7,104,1978
Carlos Terry,25,1982,WSB,13,-0.1,0,3.1,104,1978
Carlos Terry,26,1983,WSB,55,0.8,0.1,7.9,104,1978
Carlton McKinney,25,1990,LAC,7,-0.3,-0.2,0.6,Undrafted,0
Carlton McKinney,27,1992,NYK,2,-0.1,-0.1,-9,Undrafted,0
