,player,date,team,contract_length,salary,tm_abr,date #,GM,year,month,trans yr,transaction_yr,salary num,salary new,contract_value,Contract Value
0,Adrian Griffin,1999-08-01,Boston Celtics,0,0,BOS,19990801,['Rick Pitino'],1999,08,,2000,0,0.0,0,0.0
1,Jamie Feick,1999-08-01,New Jersey Nets,0,0,NJN,19990801,['John Nash'],1999,08,,2000,0,0.0,0,0.0
2,Oliver Miller,1999-08-01,Phoenix Suns,0,0,PHO,19990801,['Bryan Colangelo'],1999,08,,2000,0,0.0,0,0.0
3,Detlef Schrempf,1999-08-02,Portland Trail Blazers,0,0,POR,19990802,['Bob Whitsitt'],1999,08,,2000,0,0.0,0,0.0
4,Michael Curry,1999-08-02,Detroit Pistons,0,0,DET,19990802,['Rick Sund'],1999,08,,2000,0,0.0,0,0.0
5,George McCloud,1999-08-03,Denver Nuggets,0,0,DEN,19990803,['Dan Issel'],1999,08,,2000,0,0.0,0,0.0
6,Rodney Rogers,1999-08-03,Phoenix Suns,0,0,PHO,19990803,['Bryan Colangelo'],1999,08,,2000,0,0.0,0,0.0
7,Wayne Turner,1999-08-03,Boston Celtics,0,0,BOS,19990803,['Rick Pitino'],1999,08,,2000,0,0.0,0,0.0
8,Darrick Martin,1999-08-04,Sacramento Kings,0,0,SAC,19990804,['Geoff Petrie'],1999,08,,2000,0,0.0,0,0.0
9,Otis Thorpe,1999-08-04,Miami Heat,0,0,MIA,19990804,['Randy Pfund'],1999,08,,2000,0,0.0,0,0.0
10,Calbert Cheaney,1999-08-05,Boston Celtics,0,0,BOS,19990805,['Rick Pitino'],1999,08,,2000,0,0.0,0,0.0
11,Dell Curry,1999-08-05,Toronto Raptors,0,0,TOR,19990805,['Glen Grunwald'],1999,08,,2000,0,0.0,0,0.0
12,Terry Porter,1999-08-05,San Antonio Spurs,0,0,SAS,19990805,['Gregg Popovich'],1999,08,,2000,0,0.0,0,0.0
13,Anthony Carter,1999-08-06,Miami Heat,0,0,MIA,19990806,['Randy Pfund'],1999,08,,2000,0,0.0,0,0.0
14,John Wallace,1999-08-06,New York Knicks,0,0,NYK,19990806,['Dave Checketts'],1999,08,,2000,0,0.0,0,0.0
15,Mark Davis,1999-08-06,Miami Heat,0,0,MIA,19990806,['Randy Pfund'],1999,08,,2000,0,0.0,0,0.0
16,Vernon Maxwell,1999-08-09,Seattle SuperSonics,0,0,OKC,19990809,['Wally Walker'],1999,08,,2000,0,0.0,0,0.0
17,Ruben Patterson,1999-08-10,Seattle SuperSonics,0,0,OKC,19990810,['Wally Walker'],1999,08,,2000,0,0.0,0,0.0
18,Mark Bryant,1999-08-12,Cleveland Cavaliers,0,0,CLE,19990812,['Jim Paxson'],1999,08,,2000,0,0.0,0,0.0
19,Shammond Williams,1999-08-12,Seattle SuperSonics,0,0,OKC,19990812,['Wally Walker'],1999,08,,2000,0,0.0,0,0.0
20,Tony Delk,1999-08-16,Sacramento Kings,0,0,SAC,19990816,['Geoff Petrie'],1999,08,,2000,0,0.0,0,0.0
21,Aaron Williams,1999-08-17,Washington Wizards,0,0,WAS,19990817,['Wes Unseld'],1999,08,,2000,0,0.0,0,0.0
22,Eddie Robinson,1999-08-17,Charlotte Hornets,0,0,CHA,19990817,['Bob Bass'],1999,08,,2000,0,0.0,0,0.0
23,Greg Foster,1999-08-17,Seattle SuperSonics,0,0,OKC,19990817,['Wally Walker'],1999,08,,2000,0,0.0,0,0.0
24,Todd Fuller,1999-08-18,Charlotte Hornets,0,0,CHA,19990818,['Bob Bass'],1999,08,,2000,0,0.0,0,0.0
25,Fred Vinson,1999-08-19,Seattle SuperSonics,0,0,OKC,19990819,['Wally Walker'],1999,08,,2000,0,0.0,0,0.0
26,Jonathan Kerner,1999-08-19,Washington Wizards,0,0,WAS,19990819,['Wes Unseld'],1999,08,,2000,0,0.0,0,0.0
27,Emanual Davis,1999-08-20,Seattle SuperSonics,0,0,OKC,19990820,['Wally Walker'],1999,08,,2000,0,0.0,0,0.0
28,J.R. Reid,1999-08-20,Milwaukee Bucks,0,0,MIL,19990820,['Ernie Grunfeld'],1999,08,,2000,0,0.0,0,0.0
29,Will Perdue,1999-08-25,Chicago Bulls,0,0,CHI,19990825,['Jerry Krause'],1999,08,,2000,0,0.0,0,0.0
30,Samaki Walker,1999-08-26,San Antonio Spurs,0,0,SAS,19990826,['Gregg Popovich'],1999,08,,2000,0,0.0,0,0.0
31,Dennis Scott,1999-08-27,Vancouver Grizzlies,0,0,MEM,19990827,['Stu Jackson'],1999,08,,2000,0,0.0,0,0.0
32,Olden Polynice,1999-08-27,Utah Jazz,0,0,UTA,19990827,"[""Kevin O'Connor""]",1999,08,,2000,0,0.0,0,0.0
33,B.J. Armstrong,1999-08-30,Chicago Bulls,0,0,CHI,19990830,['Jerry Krause'],1999,08,,2000,0,0.0,0,0.0
34,Incomplete Player,1999-08-31,San Antonio Spurs,0,0,SAS,19990831,['Gregg Popovich'],1999,08,,2000,0,0.0,0,0.0
35,Harold Jamison,1999-09-01,Miami Heat,0,0,MIA,19990901,['Randy Pfund'],1999,09,,2000,0,0.0,0,0.0
36,Shawnelle Scott,1999-09-02,Denver Nuggets,0,0,DEN,19990902,['Dan Issel'],1999,09,,2000,0,0.0,0,0.0
37,Thomas Hamil,1999-09-02,Houston Rockets,0,0,HOU,19990902,['Carroll Dawson'],1999,09,,2000,0,0.0,0,0.0
38,Bill Wenning,1999-09-08,Sacramento Kings,0,0,SAC,19990908,['Geoff Petrie'],1999,09,,2000,0,0.0,0,0.0
39,Corie Blount,1999-09-08,Phoenix Suns,0,0,PHO,19990908,['Bryan Colangelo'],1999,09,,2000,0,0.0,0,0.0
40,Fred Hoiberg,1999-09-14,Chicago Bulls,0,0,CHI,19990914,['Jerry Krause'],1999,09,,2000,0,0.0,0,0.0
41,Michael Cage,1999-09-14,New Jersey Nets,0,0,NJN,19990914,['John Nash'],1999,09,,2000,0,0.0,0,0.0
42,Bruce Bowen,1999-09-16,Philadelphia 76ers,0,0,PHI,19990916,['Billy King'],1999,09,,2000,0,0.0,0,0.0
43,Grant Long,1999-09-16,Vancouver Grizzlies,0,0,MEM,19990916,['Stu Jackson'],1999,09,,2000,0,0.0,0,0.0
44,Lazaro Borrell,1999-09-17,Seattle SuperSonics,0,0,OKC,19990917,['Wally Walker'],1999,09,,2000,0,0.0,0,0.0
45,Monty Williams,1999-09-17,Orlando Magic,0,0,ORL,19990917,['John Gabriel'],1999,09,,2000,0,0.0,0,0.0
46,Chucky Atkins,1999-09-20,Orlando Magic,0,0,ORL,19990920,['John Gabriel'],1999,09,,2000,0,0.0,0,0.0
47,Gerard King,1999-09-20,Washington Wizards,0,0,WAS,19990920,['Wes Unseld'],1999,09,,2000,0,0.0,0,0.0
48,John Amaechi,1999-09-20,Orlando Magic,0,0,ORL,19990920,['John Gabriel'],1999,09,,2000,0,0.0,0,0.0
49,Terry Mills,1999-09-20,Detroit Pistons,0,0,DET,19990920,['Rick Sund'],1999,09,,2000,0,0.0,0,0.0
50,Darvin Ham,1999-09-22,Milwaukee Bucks,0,0,MIL,19990922,['Ernie Grunfeld'],1999,09,,2000,0,0.0,0,0.0
51,Muggsy Bogues,1999-09-23,Toronto Raptors,0,0,TOR,19990923,['Glen Grunwald'],1999,09,,2000,0,0.0,0,0.0
52,Ira Newble,1999-09-25,San Antonio Spurs,0,0,SAS,19990925,['Gregg Popovich'],1999,09,,2000,0,0.0,0,0.0
53,Andrew Lang,1999-09-28,New York Knicks,0,0,NYK,19990928,['Scott Layden'],1999,09,,2000,0,0.0,0,0.0
54,Benoit Benjamin,1999-09-28,Los Angeles Lakers,0,0,LAL,19990928,['Jerry West'],1999,09,,2000,0,0.0,0,0.0
55,John Salley,1999-09-29,Los Angeles Lakers,0,0,LAL,19990929,['Jerry West'],1999,09,,2000,0,0.0,0,0.0
56,Milt Palacio,1999-09-29,Vancouver Grizzlies,0,0,MEM,19990929,['Stu Jackson'],1999,09,,2000,0,0.0,0,0.0
57,Shandon Anderson,1999-09-29,Houston Rockets,0,0,HOU,19990929,['Carroll Dawson'],1999,09,,2000,0,0.0,0,0.0
58,Art Long,1999-10-01,Sacramento Kings,0,0,SAC,19991001,['Geoff Petrie'],1999,10,,2000,0,0.0,0,0.0
59,Chucky Brown,1999-10-01,San Antonio Spurs,0,0,SAS,19991001,['Gregg Popovich'],1999,10,,2000,0,0.0,0,0.0
60,Michael Smith,1999-10-01,Washington Wizards,0,0,WAS,19991001,['Wes Unseld'],1999,10,,2000,0,0.0,0,0.0
61,Reggie Jordan,1999-10-01,Washington Wizards,0,0,WAS,19991001,['Wes Unseld'],1999,10,,2000,0,0.0,0,0.0
62,Roy Rogers,1999-10-01,Denver Nuggets,0,0,DEN,19991001,['Dan Issel'],1999,10,,2000,0,0.0,0,0.0
63,Žan Tabak,1999-10-01,Indiana Pacers,0,0,IND,19991001,['Donnie Walsh'],1999,10,,2000,0,0.0,0,0.0
64,Tyrone Corbin,1999-10-02,Sacramento Kings,0,0,SAC,19991002,['Geoff Petrie'],1999,10,,2000,0,0.0,0,0.0
65,Pete Chilcutt,1999-10-03,Utah Jazz,0,0,UTA,19991003,"[""Kevin O'Connor""]",1999,10,,2000,0,0.0,0,0.0
66,Incomplete Player,1999-10-04,Toronto Raptors,0,0,TOR,19991004,['Glen Grunwald'],1999,10,,2000,0,0.0,0,0.0
67,Anthony Avent,1999-10-04,Los Angeles Clippers,0,0,LAC,19991004,['Elgin Baylor'],1999,10,,2000,0,0.0,0,0.0
68,Bill Curley,1999-10-04,Golden State Warriors,0,0,GSW,19991004,['Garry St. Jean'],1999,10,,2000,0,0.0,0,0.0
69,Charles Jones,1999-10-04,Los Angeles Clippers,0,0,LAC,19991004,['Elgin Baylor'],1999,10,,2000,0,0.0,0,0.0
70,Chuck Person,1999-10-04,Seattle SuperSonics,0,0,OKC,19991004,['Wally Walker'],1999,10,,2000,0,0.0,0,0.0
71,Damon Jones,1999-10-04,Golden State Warriors,0,0,GSW,19991004,['Garry St. Jean'],1999,10,,2000,0,0.0,0,0.0
72,Derek Hood,1999-10-04,Charlotte Hornets,0,0,CHA,19991004,['Bob Bass'],1999,10,,2000,0,0.0,0,0.0
73,Jamel Thomas,1999-10-04,Cleveland Cavaliers,0,0,CLE,19991004,['Jim Paxson'],1999,10,,2000,0,0.0,0,0.0
74,Jason Miskiri,1999-10-04,Charlotte Hornets,0,0,CHA,19991004,['Bob Bass'],1999,10,,2000,0,0.0,0,0.0
75,Jermaine Jackson,1999-10-04,Detroit Pistons,0,0,DET,19991004,['Rick Sund'],1999,10,,2000,0,0.0,0,0.0
76,Joe Stephens,1999-10-04,Vancouver Grizzlies,0,0,MEM,19991004,['Stu Jackson'],1999,10,,2000,0,0.0,0,0.0
77,Marcus Brown,1999-10-04,Detroit Pistons,0,0,DET,19991004,['Rick Sund'],1999,10,,2000,0,0.0,0,0.0
78,Mark Davis,1999-10-04,Golden State Warriors,0,0,GSW,19991004,['Garry St. Jean'],1999,10,,2000,0,0.0,0,0.0
79,Michael Hawkins,1999-10-04,Detroit Pistons,0,0,DET,19991004,['Rick Sund'],1999,10,,2000,0,0.0,0,0.0
80,Mitchell Butler,1999-10-04,Indiana Pacers,0,0,IND,19991004,['Donnie Walsh'],1999,10,,2000,0,0.0,0,0.0
81,Stephen Jackson,1999-10-04,Vancouver Grizzlies,0,0,MEM,19991004,['Stu Jackson'],1999,10,,2000,0,0.0,0,0.0
82,Tim Legler,1999-10-04,Golden State Warriors,0,0,GSW,19991004,['Garry St. Jean'],1999,10,,2000,0,0.0,0,0.0
83,Todd Day,1999-10-04,Phoenix Suns,0,0,PHO,19991004,['Bryan Colangelo'],1999,10,,2000,0,0.0,0,0.0
84,Tony Farmer,1999-10-04,Golden State Warriors,0,0,GSW,19991004,['Garry St. Jean'],1999,10,,2000,0,0.0,0,0.0
85,Tony Smith,1999-10-04,Cleveland Cavaliers,0,0,CLE,19991004,['Jim Paxson'],1999,10,,2000,0,0.0,0,0.0
86,Zendon Hamil,1999-10-04,Dallas Mavericks,0,0,DAL,19991004,['Don Nelson'],1999,10,,2000,0,0.0,0,0.0
87,Incomplete Player,1999-10-05,Portland Trail Blazers,0,0,POR,19991005,['Bob Whitsitt'],1999,10,,2000,0,0.0,0,0.0
88,Ben Davis,1999-10-05,Dallas Mavericks,0,0,DAL,19991005,['Don Nelson'],1999,10,,2000,0,0.0,0,0.0
89,Mikki Moore,1999-10-05,Detroit Pistons,0,0,DET,19991005,['Rick Sund'],1999,10,,2000,0,0.0,0,0.0
90,Joe Kleine,1999-10-06,Portland Trail Blazers,0,0,POR,19991006,['Bob Whitsitt'],1999,10,,2000,0,0.0,0,0.0
91,Kevin Ollie,1999-10-06,Dallas Mavericks,0,0,DAL,19991006,['Don Nelson'],1999,10,,2000,0,0.0,0,0.0
92,Rodrick Rhodes,1999-10-07,Philadelphia 76ers,0,0,PHI,19991007,['Billy King'],1999,10,,2000,0,0.0,0,0.0
93,Ron Harper,1999-10-13,Los Angeles Lakers,0,0,LAL,19991013,['Jerry West'],1999,10,,2000,0,0.0,0,0.0
94,Stacey Augmon,1999-10-18,Portland Trail Blazers,0,0,POR,19991018,['Bob Whitsitt'],1999,10,,2000,0,0.0,0,0.0
95,Mark West,1999-10-19,Phoenix Suns,0,0,PHO,19991019,['Bryan Colangelo'],1999,10,,2000,0,0.0,0,0.0
96,Stanley Roberts,1999-10-19,Philadelphia 76ers,0,0,PHI,19991019,['Billy King'],1999,10,,2000,0,0.0,0,0.0
97,Brian Shaw,1999-10-20,Los Angeles Lakers,0,0,LAL,19991020,['Jerry West'],1999,10,,2000,0,0.0,0,0.0
98,Marty Conlon,1999-10-21,Boston Celtics,0,0,BOS,19991021,['Rick Pitino'],1999,10,,2000,0,0.0,0,0.0
99,Sherman Douglas,1999-10-21,New Jersey Nets,0,0,NJN,19991021,['John Nash'],1999,10,,2000,0,0.0,0,0.0
100,Dedric Willoughby,1999-10-28,Chicago Bulls,0,0,CHI,19991028,['Jerry Krause'],1999,10,,2000,0,0.0,0,0.0
101,Benoit Benjamin,1999-11-01,Cleveland Cavaliers,0,0,CLE,19991101,['Jim Paxson'],1999,11,,2000,0,0.0,0,0.0
102,Randell Jackson,1999-11-01,Dallas Mavericks,0,0,DAL,19991101,['Don Nelson'],1999,11,,2000,0,0.0,0,0.0
103,Rick Hughes,1999-11-04,Dallas Mavericks,0,0,DAL,19991104,['Don Nelson'],1999,11,,2000,0,0.0,0,0.0
104,Doug Over,1999-11-08,Boston Celtics,0,0,BOS,19991108,['Rick Pitino'],1999,11,,2000,0,0.0,0,0.0
105,Michael Hawkins,1999-11-09,Charlotte Hornets,0,0,CHA,19991109,['Bob Bass'],1999,11,,2000,0,0.0,0,0.0
106,John Crotty,1999-11-13,Detroit Pistons,0,0,DET,19991113,['Rick Sund'],1999,11,,2000,0,0.0,0,0.0
107,Earl Boykins,1999-11-15,Orlando Magic,0,0,ORL,19991115,['John Gabriel'],1999,11,,2000,0,0.0,0,0.0
108,Kevin Ollie,1999-11-24,Philadelphia 76ers,0,0,PHI,19991124,['Billy King'],1999,11,,2000,0,0.0,0,0.0
109,Chris Carr,1999-12-01,Golden State Warriors,0,0,GSW,19991201,['Garry St. Jean'],1999,12,,2000,0,0.0,0,0.0
110,Damon Jones,1999-12-02,Dallas Mavericks,0,0,DAL,19991202,['Don Nelson'],1999,12,,2000,0,0.0,0,0.0
111,Bill Curley,1999-12-06,Golden State Warriors,0,0,GSW,19991206,['Garry St. Jean'],1999,12,,2000,0,0.0,0,0.0
112,Devin Gray,1999-12-10,Houston Rockets,0,0,HOU,19991210,['Carroll Dawson'],1999,12,,2000,0,0.0,0,0.0
113,Jamel Thomas,1999-12-13,Boston Celtics,0,0,BOS,19991213,['Rick Pitino'],1999,12,,2000,0,0.0,0,0.0
114,Drew Barry,1999-12-17,Golden State Warriors,0,0,GSW,19991217,['Garry St. Jean'],1999,12,,2000,0,0.0,0,0.0
115,Marty Conlon,1999-12-17,Los Angeles Clippers,0,0,LAC,19991217,['Elgin Baylor'],1999,12,,2000,0,0.0,0,0.0
116,Rusty LaRue,1999-12-20,Chicago Bulls,0,0,CHI,19991220,['Jerry Krause'],1999,12,,2000,0,0.0,0,0.0
117,Kiwane Garris,1999-12-21,Orlando Magic,0,0,ORL,19991221,['John Gabriel'],1999,12,,2000,0,0.0,0,0.0
118,Mark Hendrickson,1999-12-27,Cleveland Cavaliers,0,0,CLE,19991227,['Jim Paxson'],1999,12,,2000,0,0.0,0,0.0
119,Jamel Thomas,1999-12-29,Golden State Warriors,0,0,GSW,19991229,['Garry St. Jean'],1999,12,,2000,0,0.0,0,0.0
120,Khalid Reeves,1999-12-29,Chicago Bulls,0,0,CHI,19991229,['Jerry Krause'],1999,12,,2000,0,0.0,0,0.0
121,Todd Day,2000-01-03,Minnesota Timberwolves,0,0,MIN,20000103,['Kevin McHale'],2000,01,,2000,0,0.0,0,0.0
122,Anthony Miller,2000-01-06,Houston Rockets,0,0,HOU,20000106,['Carroll Dawson'],2000,01,,2000,0,0.0,0,0.0
123,Kornél Dávid,2000-01-06,Cleveland Cavaliers,0,0,CLE,20000106,['Jim Paxson'],2000,01,,2000,0,0.0,0,0.0
124,Sam Mack,2000-01-06,Golden State Warriors,0,0,GSW,20000106,['Garry St. Jean'],2000,01,,2000,0,0.0,0,0.0
125,Armen Gilliam,2000-01-07,Utah Jazz,0,0,UTA,20000107,"[""Kevin O'Connor""]",2000,01,,2000,0,0.0,0,0.0
126,Ben Davis,2000-01-07,Phoenix Suns,0,0,PHO,20000107,['Bryan Colangelo'],2000,01,,2000,0,0.0,0,0.0
127,Devin Gray,2000-01-07,Houston Rockets,0,0,HOU,20000107,['Carroll Dawson'],2000,01,,2000,0,0.0,0,0.0
128,Matt Maloney,2000-01-07,Chicago Bulls,0,0,CHI,20000107,['Jerry Krause'],2000,01,,2000,0,0.0,0,0.0
129,Damon Jones,2000-01-08,Dallas Mavericks,0,0,DAL,20000108,['Don Nelson'],2000,01,,2000,0,0.0,0,0.0
130,Mark Hendrickson,2000-01-08,Cleveland Cavaliers,0,0,CLE,20000108,['Jim Paxson'],2000,01,,2000,0,0.0,0,0.0
131,Jamel Thomas,2000-01-09,Golden State Warriors,0,0,GSW,20000109,['Garry St. Jean'],2000,01,,2000,0,0.0,0,0.0
132,Chris Carr,2000-01-10,Chicago Bulls,0,0,CHI,20000110,['Jerry Krause'],2000,01,,2000,0,0.0,0,0.0
133,Dedric Willoughby,2000-01-10,Chicago Bulls,0,0,CHI,20000110,['Jerry Krause'],2000,01,,2000,0,0.0,0,0.0
134,Sam Jacobson,2000-01-11,Golden State Warriors,0,0,GSW,20000111,['Garry St. Jean'],2000,01,,2000,0,0.0,0,0.0
135,Bill Curley,2000-01-13,Houston Rockets,0,0,HOU,20000113,['Carroll Dawson'],2000,01,,2000,0,0.0,0,0.0
136,Incomplete Player,2000-01-14,Toronto Raptors,0,0,TOR,20000114,['Glen Grunwald'],2000,01,,2000,0,0.0,0,0.0
137,Pete Chilcutt,2000-01-18,Los Angeles Clippers,0,0,LAC,20000118,['Elgin Baylor'],2000,01,,2000,0,0.0,0,0.0
138,Mark Davis,2000-01-19,Golden State Warriors,0,0,GSW,20000119,['Garry St. Jean'],2000,01,,2000,0,0.0,0,0.0
139,Anthony Miller,2000-01-26,Houston Rockets,0,0,HOU,20000126,['Carroll Dawson'],2000,01,,2000,0,0.0,0,0.0
140,Devin Gray,2000-01-27,Houston Rockets,0,0,HOU,20000127,['Carroll Dawson'],2000,01,,2000,0,0.0,0,0.0
141,Damon Jones,2000-01-28,Dallas Mavericks,0,0,DAL,20000128,['Don Nelson'],2000,01,,2000,0,0.0,0,0.0
142,Chris Carr,2000-01-30,Chicago Bulls,0,0,CHI,20000130,['Jerry Krause'],2000,01,,2000,0,0.0,0,0.0
143,Pete Chilcutt,2000-01-31,Cleveland Cavaliers,0,0,CLE,20000131,['Jim Paxson'],2000,01,,2000,0,0.0,0,0.0
144,Sam Jacobson,2000-01-31,Golden State Warriors,0,0,GSW,20000131,['Garry St. Jean'],2000,01,,2000,0,0.0,0,0.0
145,Dennis Rodman,2000-02-03,Dallas Mavericks,0,0,DAL,20000203,['Don Nelson'],2000,02,,2000,0,0.0,0,0.0
146,Chucky Brown,2000-02-08,Charlotte Hornets,0,0,CHA,20000208,['Bob Bass'],2000,02,,2000,0,0.0,0,0.0
147,Earl Boykins,2000-02-08,Cleveland Cavaliers,0,0,CLE,20000208,['Jim Paxson'],2000,02,,2000,0,0.0,0,0.0
148,Moochie Norris,2000-02-08,Houston Rockets,0,0,HOU,20000208,['Carroll Dawson'],2000,02,,2000,0,0.0,0,0.0
149,Mirsad Türkcan,2000-02-16,Milwaukee Bucks,0,0,MIL,20000216,['Ernie Grunfeld'],2000,02,,2000,0,0.0,0,0.0
150,Etdrick Bohannon,2000-02-20,New York Knicks,0,0,NYK,20000220,['Scott Layden'],2000,02,,2000,0,0.0,0,0.0
151,Lari Ketner,2000-02-22,Cleveland Cavaliers,0,0,CLE,20000222,['Jim Paxson'],2000,02,,2000,0,0.0,0,0.0
152,Bruce Bowen,2000-02-23,Miami Heat,0,0,MIA,20000223,['Randy Pfund'],2000,02,,2000,0,0.0,0,0.0
153,Ira Bowman,2000-02-24,Philadelphia 76ers,0,0,PHI,20000224,['Billy King'],2000,02,,2000,0,0.0,0,0.0
154,Donny Marshall,2000-02-25,Cleveland Cavaliers,0,0,CLE,20000225,['Jim Paxson'],2000,02,,2000,0,0.0,0,0.0
155,Isaac Fontaine,2000-02-25,Cleveland Cavaliers,0,0,CLE,20000225,['Jim Paxson'],2000,02,,2000,0,0.0,0,0.0
156,Jeff McInnis,2000-02-26,Los Angeles Clippers,0,0,LAC,20000226,['Elgin Baylor'],2000,02,,2000,0,0.0,0,0.0
157,Pete Chilcutt,2000-02-26,Los Angeles Clippers,0,0,LAC,20000226,['Elgin Baylor'],2000,02,,2000,0,0.0,0,0.0
158,Earl Boykins,2000-02-28,Cleveland Cavaliers,0,0,CLE,20000228,['Jim Paxson'],2000,02,,2000,0,0.0,0,0.0
159,Moochie Norris,2000-02-28,Houston Rockets,0,0,HOU,20000228,['Carroll Dawson'],2000,02,,2000,0,0.0,0,0.0
160,Don MacLean,2000-03-02,Phoenix Suns,0,0,PHO,20000302,['Bryan Colangelo'],2000,03,,2000,0,0.0,0,0.0
161,Mario Bennett,2000-03-07,Los Angeles Clippers,0,0,LAC,20000307,['Elgin Baylor'],2000,03,,2000,0,0.0,0,0.0
162,Pete Chilcutt,2000-03-07,Los Angeles Clippers,0,0,LAC,20000307,['Elgin Baylor'],2000,03,,2000,0,0.0,0,0.0
163,Don MacLean,2000-03-13,Phoenix Suns,0,0,PHO,20000313,['Bryan Colangelo'],2000,03,,2000,0,0.0,0,0.0
164,Don Reid,2000-03-13,Washington Wizards,0,0,WAS,20000313,['Michael Jordan'],2000,03,,2000,0,0.0,0,0.0
165,Lari Ketner,2000-03-13,Cleveland Cavaliers,0,0,CLE,20000313,['Jim Paxson'],2000,03,,2000,0,0.0,0,0.0
166,Jeff McInnis,2000-03-16,Los Angeles Clippers,0,0,LAC,20000316,['Elgin Baylor'],2000,03,,2000,0,0.0,0,0.0
167,Bill Curley,2000-03-21,Golden State Warriors,0,0,GSW,20000321,['Garry St. Jean'],2000,03,,2000,0,0.0,0,0.0
168,Mark Davis,2000-03-22,Golden State Warriors,0,0,GSW,20000322,['Garry St. Jean'],2000,03,,2000,0,0.0,0,0.0
169,Incomplete Player,2000-03-24,Philadelphia 76ers,0,0,PHI,20000324,['Billy King'],2000,03,,2000,0,0.0,0,0.0
170,Kevin Johnson,2000-03-25,Phoenix Suns,0,0,PHO,20000325,['Bryan Colangelo'],2000,03,,2000,0,0.0,0,0.0
171,Drew Barry,2000-03-27,Atlanta Hawks,0,0,ATL,20000327,['Pete Babcock'],2000,03,,2000,0,0.0,0,0.0
172,Etdrick Bohannon,2000-03-27,Los Angeles Clippers,0,0,LAC,20000327,['Elgin Baylor'],2000,03,,2000,0,0.0,0,0.0
173,Incomplete Player,2000-04-03,Philadelphia 76ers,0,0,PHI,20000403,['Billy King'],2000,04,,2000,0,0.0,0,0.0
174,Etdrick Bohannon,2000-04-06,Los Angeles Clippers,0,0,LAC,20000406,['Elgin Baylor'],2000,04,,2000,0,0.0,0,0.0
175,Mark Hendrickson,2000-04-07,New Jersey Nets,0,0,NJN,20000407,['John Nash'],2000,04,,2000,0,0.0,0,0.0
176,Rodrick Rhodes,2000-04-10,Dallas Mavericks,0,0,DAL,20000410,['Don Nelson'],2000,04,,2000,0,0.0,0,0.0
177,Jamel Thomas,2000-04-14,Portland Trail Blazers,0,0,POR,20000414,['Bob Whitsitt'],2000,04,,2000,0,0.0,0,0.0
178,Maceo Bas,2000-04-20,Milwaukee Bucks,0,0,MIL,20000420,['Ernie Grunfeld'],2000,04,,2000,0,0.0,0,0.0
179,Bobby Jackson,2000-08-01,Sacramento Kings,0,0,SAC,20000801,['Geoff Petrie'],2000,08,,2001,0,0.0,0,0.0
180,Mark Blount,2000-08-01,Boston Celtics,0,0,BOS,20000801,['Rick Pitino'],2000,08,,2001,0,0.0,0,0.0
181,Ron Mercer,2000-08-01,Chicago Bulls,0,0,CHI,20000801,['Jerry Krause'],2000,08,,2001,0,0.0,0,0.0
182,Tony Delk,2000-08-01,Phoenix Suns,0,0,PHO,20000801,['Bryan Colangelo'],2000,08,,2001,0,0.0,0,0.0
183,Daniel Santiago,2000-08-02,Phoenix Suns,0,0,PHO,20000802,['Bryan Colangelo'],2000,08,,2001,0,0.0,0,0.0
184,John Starks,2000-08-02,Utah Jazz,0,0,UTA,20000802,"[""Kevin O'Connor""]",2000,08,,2001,0,0.0,0,0.0
185,Raja Bell,2000-08-02,San Antonio Spurs,0,0,SAS,20000802,['Gregg Popovich'],2000,08,,2001,0,0.0,0,0.0
186,Daniel Santiago,2000-08-03,Phoenix Suns,0,0,PHO,20000803,['Bryan Colangelo'],2000,08,,2001,0,0.0,0,0.0
187,Dee Brown,2000-08-03,Orlando Magic,0,0,ORL,20000803,['John Gabriel'],2000,08,,2001,0,0.0,0,0.0
188,Randy Brown,2000-08-03,Boston Celtics,0,0,BOS,20000803,['Rick Pitino'],2000,08,,2001,0,0.0,0,0.0
189,Rubén Garcés,2000-08-03,Phoenix Suns,0,0,PHO,20000803,['Bryan Colangelo'],2000,08,,2001,0,0.0,0,0.0
190,Tony Massenburg,2000-08-03,Vancouver Grizzlies,0,0,MEM,20000803,['Billy Knight'],2000,08,,2001,0,0.0,0,0.0
191,Derek Anderson,2000-08-04,San Antonio Spurs,0,0,SAS,20000804,['Gregg Popovich'],2000,08,,2001,0,0.0,0,0.0
192,Aaron Williams,2000-08-05,New Jersey Nets,0,0,NJN,20000805,['Rod Thorn'],2000,08,,2001,0,0.0,0,0.0
193,Chauncey Billups,2000-08-08,Minnesota Timberwolves,0,0,MIN,20000808,['Kevin McHale'],2000,08,,2001,0,0.0,0,0.0
194,Damon Jones,2000-08-08,Vancouver Grizzlies,0,0,MEM,20000808,['Billy Knight'],2000,08,,2001,0,0.0,0,0.0
195,Danny Ferry,2000-08-10,San Antonio Spurs,0,0,SAS,20000810,['Gregg Popovich'],2000,08,,2001,0,0.0,0,0.0
196,John Crotty,2000-08-10,Utah Jazz,0,0,UTA,20000810,"[""Kevin O'Connor""]",2000,08,,2001,0,0.0,0,0.0
197,Troy Hudson,2000-08-10,Orlando Magic,0,0,ORL,20000810,['John Gabriel'],2000,08,,2001,0,0.0,0,0.0
198,Ira Newble,2000-08-11,San Antonio Spurs,0,0,SAS,20000811,['Gregg Popovich'],2000,08,,2001,0,0.0,0,0.0
